"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","logBB","UNIT {logBB}","logBB {measured, converted}","UNIT {logBB}","Tissue","Dataset","Species","VOC","Drug_Class","DataSetName","comment (chemical)"
"CN(CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2)C","-","-","27","Chlorpromazine","A98","8953490","-","-","1.06","Log unit","2.441","ln unit","","","","","","",""
"CN(CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2)C","-","-","-","Chlorpromazine","A106","10664535","-","NO","1.06","Log unit","2.441","ln unit","Plasma","","","","","",""
"CN1C(CC(N(C2=C1C=CC(Cl)=C2)C3=CC=CC=C3)=O)=O","-","-","-","Clobazam","A99","2888155","-","NO","0.35","Log unit","0.8059","ln unit","Serum","","rat","","","",""
"O(C1C(C2N(C(CC2)C1)C)C(OC)=O)C(=O)C3=CC=CC=C3","-","-","-","Cocaine","A128","8499585","-","NO","0.5999","Log unit","1.381","ln unit","","","","","","",""
"OC1C2C34CCN(C)C(C3C=C1)CC5=C4C(O2)=C(OC)C=C5","-","-","-","Codeine","A129","5084666","-","NO","-0.22","Log unit","-0.5066","ln unit","","","","","","",""
"CN1C(C2=CN=CC=C2)CCC1=O","-","-","-","Cotinine","A130","3450843","-","NO","-0.32","Log unit","-0.7368","ln unit","","","","","","",""
"CN1C(C2=CN=CC=C2)CCC1=O","-","-","-","Cotinine","A106","10664535","-","NO","-0.3768","Log unit","-0.8676","ln unit","Plasma","","","","","",""
"CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2","-","-","23","Desipramine","A98","8953490","-","1","1.2","Log unit","2.763","ln unit","","","","","","",""
"ClC1=CC=2N(C(CC(NC2C=C1)=O)=O)C3=CC=CC=C3","-","-","-","Desmethylclobazam","A99","2888155","-","NO","0.36","Log unit","0.8289","ln unit","Serum","","rat","","","",""
"ClC1=CC=C2NC(CN=C(C2=C1)C3=CC=CC=C3)=O","-","-","","Desmethyldiazepam","A99","2888155","-","NO","0.5","Log unit","1.151","ln unit","Serum","","rat","","","",""
"CN1C(CN=C(C2=C1C=CC(Cl)=C2)C3=CC=CC=C3)=O","-","-","-","Diazepam","A131","11977112","-","NO","0.0294","Log unit","0.0677","ln unit","Plasma","","","","","",""
"CN1C(CN=C(C2=C1C=CC(Cl)=C2)C3=CC=CC=C3)=O","-","-","-","Diazepam","A99","2888155","-","NO","0.52","Log unit","1.197","ln unit","Serum","","rat","","","",""
"CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2","-","-","-","diphenhydramine","A132","15331914","-","NO","1.26","Log unit","2.901","ln unit","Plasma","","rat","","","",""
"CN(CCOC(C1=CC=CC=C1)(C2=CC=CC=N2)C)C","-","-","-","doxylamine","A132","15331914","-","NO","0.64","Log unit","1.474","ln unit","Plasma","","rat","","","",""
"CCOC1=CC=CC=C1C(N)=O","-","-","-","ethenzamide (o-Ethoxybenzamide and AI-5)","A131","11977112","-","NO","-0.0458","Log unit","-0.1055","ln unit","Plasma","","","","","",""
"CCC(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O","-","-","-","Fentanyl","A133","2339802","-","NO","0.6","Log unit","1.382","ln unit","","","","","","",""
"CCC(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O","-","-","-","Fentanyl","A104","12356278","1240","2","0.556302500767287","Log unit","1.281","ln unit","Plasma","","","","","",""
"CN1C(CN=C(C2=C1C=CC(N(=O)=O)=C2)C3=C(F)C=CC=C3)=O","-","-","-","Flunitrazepam","A99","2888155","-","NO","0.06","Log unit","0.1382","ln unit","Serum","","rat","","","",""
"CC1(C(CCC2(C1CCC3(C2C(C=C4C5CC(CCC5(CCC43C)C)(C(O)=O)C)=O)C)C)O)C","-","-","-","glycyrrhetinic acid","A106","10664535","-","NO","-1.3979","Log unit","-3.219","ln unit","Plasma","","","","","",""
"OC(CC)(CC(N)=O)C1=CC=CC=C1","-","-","-","HEPP (beta-ethyl-beta-hydroxybenzenepropanamide)","A134","7780049","-","NO","0.04","Log unit","0.0921","ln unit","","","","","","",""
"CN1C(NC(C(C2=CCCCC2)(C1=O)C)=O)=O","-","-","-","Hexobarbital","A101","6702466","-","NO","0.0453229787866574","Log unit","0.1044","ln unit","Plasma","","","","","",""
"OCCOCCN1CCN(C(C2=CC=C(C=C2)Cl)C3=CC=CC=C3)CC1","-","-","20","Hydroxyzine","A98","8953490","-","-","0.39","Log unit","0.898","ln unit","","","","","","",""
"IC1=CC(C(CCCN2CCC3(CC2)C(N(CN3C4=CC=CC=C4)C)=O)=O)=CS1","-","-","-","I-1","A135","9466366","-","NO","-0.254033432987758","Log unit","-0.5849","ln unit","","","","","","",""
"CC(CC1=CC=C(C(C(O)=O)C)C=C1)C","-","-","9","Ibuprofen","A98","8953490","-","-","-0.18","Log unit","-0.4145","ln unit","","","","","","",""
"CC(C)(NC(C1CN(CC2=CN=CC=C2)CCN1CC(CC(C(NC3C(CC4=CC=CC=C34)O)=O)CC5=CC=CC=C5)O)=O)C","-","-","-","Indinavir","A136","10514337","-","NO","-0.7447","Log unit","-1.715","ln unit","","","","","","",""
"COC1=CC2=C(N(C(C)=C2CC(O)=O)C(C3=CC=C(C=C3)Cl)=O)C=C1","-","-","18","Indomethacin","A98","8953490","-","-","-1.26","Log unit","-2.901","ln unit","","","","","","",""
"COC1=CC2=C(N(C(C)=C2CC(O)=O)C(C3=CC=C(C=C3)Cl)=O)C=C1","-","-","-","Indomethacin","A100","6146738","-","NO","-1.26","Log unit","-2.901","ln unit","","","","","","",""
"OC1N=C(C2=CC=CC=C2Cl)C3=CC(Cl)=CC=C3NC1=O","-","-","-","Lorazepam","A137","20290","-","NO","0.47","Log unit","1.082","ln unit","","","","","","",""
"OC1N=C(C2=CC=CC=C2Cl)C3=CC(Cl)=CC=C3NC1=O","-","-","-","Lorazepam","A99","2888155","-","NO","0.41","Log unit","0.9441","ln unit","Serum","","rat","","","",""
"OCC(C(C(C(CO)O)O)O)O","-","-","-","Mannitol","A129","5084666","-","NO","-1.6","Log unit","-3.684","ln unit","","","","","","",""
"OC(C1=CC(C(F)(F)F)=NC2=C1C=CC=C2C(F)(F)F)C3CCCCN3","-","-","","mefloquine","A138","9401943","-","NO","0.63","Log unit","1.451","ln unit","","","","","","",""
"CCC#CC(C1(C(NC(N(C1=O)C)=O)=O)CC=C)C","-","-","-","Methohexital","A101","6702466","-","NO","-0.06","Log unit","-0.1382","ln unit","Plasma","","","","","",""
"CC1=NC=C2CN=C(C3=C(N12)C=CC(Cl)=C3)C4=C(F)C=CC=C4","-","-","24","Midazolam","A98","8953490","-","-","0.36","Log unit","0.8289","ln unit","","","","","","",""
"CC1=NC=C2CN=C(C3=C(N12)C=CC(Cl)=C3)C4=C(F)C=CC=C4","-","-","-","Midazolam","A104","12356278","1240","2","0.5185","Log unit","1.194","ln unit","Plasma","","","","","",""
"CC1=NC=C2CN=C(C3=C(N12)C=CC(Cl)=C3)C4=C(F)C=CC=C4","-","-","-","Midazolam","A99","2888155","-","NO","0.4","Log unit","0.921","ln unit","Serum","","rat","","","",""
"CON1C=C(C(C2=C1C=C3OCOC3=C2)=O)C(O)=O","-","-","-","miloxacin","A106","10664535","-","NO","-0.9208","Log unit","-2.12","ln unit","Plasma","","","","","",""
"CN1CN(C2=CC=CC=C2)C3(C1=O)CCN(CC3)CCCC(C4=CC=C(C=C4)F)=O","-","-","-","MSP","A102","3833821","-","NO","0.46","Log unit","1.059","ln unit","Blood","","","","","",""
"CCN1C=C(C(C2=C1N=C(C)C=C2)=O)C(O)=O","-","-","-","nalidixic acid","A104","12356278","1240","2","-0.657577319177793","Log unit","-1.514","ln unit","Plasma","","","","","",""
"CC1=CC=NC=2N(C3=C(C=CC=N3)C(NC21)=O)C4CC4","-","-","-","Nevirapine","A136","10514337","-","NO","0.0","Log unit","0.0","ln unit","","","","","","",""
"CN1CCCC1C2=CC=CN=C2","-","-","-","Nicotine","A106","10664535","-","NO","0.2361","Log unit","0.5436","ln unit","Plasma","","","","","",""
"CN1CCN(C2=NC3=CC=CC=C3NC4=C2C=C(C)S4)CC1","-","-","","Olanzapine","A139","10870093","-","NO","0.8","Log unit","1.842","ln unit","Plasma","","","","","",""
"OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C3=CC=CC=C3","-","-","19","Oxazepam","A98","8953490","-","-","0.61","Log unit","1.405","ln unit","","","","","","",""
"OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C3=CC=CC=C3","-","-","-","Oxazepam","A99","2888155","-","NO","0.55","Log unit","1.266","ln unit","Serum","","rat","","","",""
"CC(NC1=CC=C(O)C=C1)=O","-","-","8","Paracetamol (Acetaminophen or +ol)","A98","8953490","-","1","-0.31","Log unit","-0.7138","ln unit","","","","","","",""
"OC1=CC2=C(CC3C(C)C2(C)CCN3CC=C(C)C)C=C1","-","-","-","Pentazocine","A104","12356278","1240","2","0.6375","Log unit","1.468","ln unit","Plasma","","","","","",""
"CCCC(C1(C(NC(NC1=O)=O)=O)CC)C","-","-","13","Pentobarbital (5-Ethyl-5-(1-methylbutyl)barbital)","A98","8953490","-","1","0.12","Log unit","0.2763","ln unit","","","","","","",""
"CCCC(C1(C(NC(NC1=O)=O)=O)CC)C","-","-","-","Pentobarbital (5-Ethyl-5-(1-methylbutyl)barbital)","A101","6702466","-","NO","0.16","Log unit","0.3684","ln unit","Plasma","","","","","",""
"CC1=CC(N(N1C)C2=CC=CC=C2)=O","-","-","5","Phenazone (Antipyrine)","A98","8953490","-","1","-0.097","Log unit","-0.2234","ln unit","","","","","","",""
"CCCCC1C(N(C2=CC=CC=C2)N(C3=CC=CC=C3)C1=O)=O","-","-","-","Phenylbutazone","A140","6107337","-","NO","-0.52","Log unit","-1.197","ln unit","","","","","","",""
"O=C1NC(C(C2=CC=CC=C2)(C3=CC=CC=C3)N1)=O","-","-","-","Phenytoin","A104","12356278","1240","2","-0.16","Log unit","-0.3684","ln unit","Plasma","","","","","",""
"OC(C1=CC=C(C2=CC=CC=C2)C=C1)=O","-","-","-","p-Phenylbenzoic acid","A104","12356278","1240","2","-1.25963731050575","Log unit","-2.9","ln unit","Plasma","","","","","",""
"CN(CCCN1C2=CC=CC=C2SC3=CC=CC=C13)C","-","-","26","Promazine","A98","8953490","-","-","1.23","Log unit","2.832","ln unit","","","","","","",""
"CN(CCCN1C2=CC=CC=C2SC3=CC=CC=C13)C","-","-","-","Promazine","A141","2611355","-","NO","0.67","Log unit","1.543","ln unit","Plasma","","rat","","","",""
"CC(C1=CC=CC(C(C)C)=C1O)C","-","-","-","Propofol","A106","10664535","-","NO","0.9138","Log unit","2.104","ln unit","Plasma","","","","","",""
"COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O","-","-","","quinidine (quinine)","A142","3451957","-","NO","0.1","Log unit","0.2303","ln unit","","","","","","",""
"CCC1=CC=CC2=C1NC3=C2CCOC3(CC(O)=O)CC","-","-","","R-Etodolac","A104","12356278","1240","2","-1.50863830616572","Log unit","-3.474","ln unit","Plasma","","","","","",""
"COC1=C(OC2CCCC2)C=C(C3CNC(C3)=O)C=C1","-","-","-","rolipram","A143","11395307","-","NO","0.61","Log unit","1.405","ln unit","","","","","","",""
"CCCN(CCC=1C=CC=C2NC(CC12)=O)CCC","-","-","-","ropinirole (SKF101468)","A103","8872456","-","NO","0.25","Log unit","0.5756","ln unit","","","","","","",""
"NC(SCCF)=N","-","-","","S-2fluoroethylisothiourea","A144","8978842","-","NO","-0.274701056941632","Log unit","-0.6325","ln unit","","","","","","",""
"CC(C)(NCC(C1=CC=C(C(CO)=C1)O)O)C","-","-","-","salbutamol (albuterol)","A145","6144759","-","NO","-1.3","Log unit","-2.993","ln unit","","","","","","",""
"OC(C1=CC=CC=C1O)=O","-","-","6","Salicylic acid","A98","8953490","-","-","-1.1","Log unit","-2.533","ln unit","","","","","","",""
"OC(C1=CC=CC=C1O)=O","-","-","-","Salicylic acid (2-Hydroxybenzoic acid)","A104","12356278","1240","2","-1.22184874961635","Log unit","-2.813","ln unit","Plasma","","","","","",""
"CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(CC3=CC=CC=C3)NC(=O)C(CC(N)=O)NC(=O)C=4C=CC5=CC=CC=C5N4","-","-","","saquinavir (invirase)","A146","10950849","1061","1","-1.02","Log unit","-2.349","ln unit","Plasma","","","","","",""
"CCCN(CCC=1C=CC(O)=C2NC(CC12)=O)CCC","-","-","-","SKF 89124","A103","8872456","-","NO","-0.43","Log unit","-0.9901","ln unit","","","","","","",""
"NC(SC)=N","-","-","-","S-methylisothiourea","A144","8978842","-","NO","-0.602059991327962","Log unit","-1.386","ln unit","","","","","","",""
"FC1=CC=C(C(CCCN2CCC3(N(C4=CC=CC=C4)CNC3=O)CC2)=O)C=C1","-","-","-","Spiperone","A102","3833821","-","NO","0.26","Log unit","0.5987","ln unit","Blood","","","","","",""
"CC1=CN(C(NC1=O)=O)C2OC(C=C2)CO","-","-","-","Stavudine","A136","10514337","-","NO","-0.4815","Log unit","-1.109","ln unit","","","","","","",""
"CN(CC1=C2C=CC=CC2=CC=C1)CC=CC#CC(C)(C)C","-","-","","terbinafine","A147","11745740","-","NO","0.11","Log unit","0.2533","ln unit","Plasma","","","","","",""
"CN1C(N(C2=C(C1=O)NC=N2)C)=O","-","-","3","Theophylline (1,3-Dimethylxanthine)","A98","8953490","-","1","-0.29","Log unit","-0.6677","ln unit","","","","","","",""
"CCCC(C1(C(NC(NC1=O)=S)=O)CC)C","-","-","-","Thiopental (Thiopentone)","A104","12356278","1240","2","-0.154901959985743","Log unit","-0.3567","ln unit","Plasma","","","","","",""
"CCCC(C1(C(NC(NC1=O)=S)=O)CC)C","-","-","-","Thiopental (Thiopentone)","A101","6702466","-","NO","-0.14","Log unit","-0.3224","ln unit","Plasma","","","","","",""
"S=C(N1CCC(C2=CNC=N2)CC1)NC3CCCCC3","-","-","-","thioperamide","A148","12086527","-","NO","-0.16","Log unit","-0.3684","ln unit","","","","","","",""
"CSC1=CC=C2SC3=C(N(C2=C1)CCC4CCCCN4C)C=CC=C3","-","-","29","Thioridazine","A98","8953490","-","-","0.24","Log unit","0.5526","ln unit","","","","","","",""
"ClC1=CC2=C(N3C(=NN=C3C)CN=C2C=4C(Cl)=CC=CC4)C=C1","-","-","-","Triazolam","A99","2888155","-","NO","0.57","Log unit","1.312","ln unit","Serum","","rat","","","",""
"FC(F)(F)C=1C=C2C(SC=3C=CC=CC3N2CCCN4CCN(C)CC4)=CC1","-","-","28","Trifluoperazine","A98","8953490","-","1","1.44","Log unit","3.316","ln unit","","","","","","",""
"CCCC(C(O)=O)CCC","-","-","-","Valproic acid","A104","12356278","1240","2","-1.15490195998574","Log unit","-2.659","ln unit","Plasma","","","","","",""
"COC1=CC=C(C=C1OC)CCN(CCCC(C(C)C)(C2=CC(OC)=C(OC)C=C2)C#N)C","-","-","25","Verapamil","A98","8953490","-","1","-0.7","Log unit","-1.612","ln unit","","","","","","",""
"COC1=CC=C(C=C1OC)CCN(CCCC(C(C)C)(C2=CC(OC)=C(OC)C=C2)C#N)C","-","-","-","Verapamil","A149","15691665","-","NO","-0.237","Log unit","-0.5457","ln unit","","","","","","",""
"O","-","-","-","water","A150","3871783","-","NO","-0.04","Log unit","-0.0921","ln unit","","","","","","",""
"CN(CCC1=CC=CC=N1)C","-","-","-","Y-G 15 (2pyridineethanaminenndimethyl)","A103","8872456","-","NO","-0.06","Log unit","-0.1382","ln unit","","","","","","",""
"NCCC1=NC=CS1","-","-","-","Y-G 16 (thiazole22aminoethyl)","A103","8872456","-","NO","-0.42","Log unit","-0.9671","ln unit","","","","","","",""
"ClC1=CC=C2NC(CN=C(C2=C1)C3=CC=CC=C3)=O","-","-","-","Nordazepam","A151","15761939","-","NO","0.5","Log unit","1.151","ln unit","","","","","","",""
"O1C(N2C=C(C(=O)NC2=O)C)CC(N=[N+]=[N-])C1CO","-","-","","Zidovudine","A97","8483107","-","Abst.","-0.73","Log unit","-1.681","ln unit","","","","","","",""
"C","-","-","B001","Methane","A1579","15554679","-","-","0.04","Log unit","0.0921","ln unit","","","","","","",""
"CCCCC","-","-","B002","Pentane","A1579","15554679","-","","0.76","Log unit","1.75","ln unit","","","","","","",""
"CCCCCC","-","-","B003","Hexane","A1579","15554679","-","-","0.8","Log unit","1.842","ln unit","","","","","","",""
"C(CCC)(C)C","-","-","B004","2-methylpentane","A1579","15554679","-","-","0.97","Log unit","2.234","ln unit","","","","","","",""
"CCC(C)CC","-","-","B005","3-Methylpentane","A1579","15554679","-","-","1.01","Log unit","2.326","ln unit","","","","","","",""
"CCC(C)(C)C","-","-","B006","2.2-dimethylbutane","A1579","15554679","-","-","1.04","Log unit","2.395","ln unit","","","","","","",""
"CCCCCCC","-","-","B007","Heptane","A1579","15554679","-","-","0.81","Log unit","1.865","ln unit","","","","","","",""
"CCCC(C)CC","-","-","B008","3-Methylhexane","A1579","15554679","-","-","0.9","Log unit","2.072","ln unit","","","","","","",""
"C1CC1","-","-","B009","Cyclopropane","A1579","15554679","-","-","0.0","Log unit","0.0","ln unit","","","","","","",""
"C1CCCCC1","-","-","B010","Cyclohexane","A1579","15554679","-","-","0.92","Log unit","2.118","ln unit","","","","","","",""
"CC1CCCC1","-","-","B011","Methylcyclopentane","A1579","15554679","-","-","0.93","Log unit","2.141","ln unit","","","","","","",""
"ClCCl","-","-","B012","Dichloromethane","A1579","15554679","-","-","-0.11","Log unit","-0.2533","ln unit","","","","","","",""
"ClC(Cl)Cl","-","-","B013","Trichloromethane","A1579","15554679","-","-","0.29","Log unit","0.6677","ln unit","","","","","","",""
"CC(Cl)(Cl)Cl","-","-","B014","1,1,1-Trichloroethane","A1579","15554679","-","-","0.4","Log unit","0.921","ln unit","","","","","","",""
"ClC=C(Cl)Cl","-","-","B015","trichloroethylene","A1579","15554679","-","-","0.34","Log unit","0.7829","ln unit","","","","","","",""
"C(CCl)(F)(F)F","-","-","B016","1,1,1-TRIFLUORO-2-CHLOROETHANE","A1579","15554679","-","-","0.08","Log unit","0.1842","ln unit","","","","","","",""
"FC(F)(F)C(Cl)Br","-","-","B017","Halothane","A1579","15554679","-","-","0.35","Log unit","0.8059","ln unit","","","","","","",""
"FC(Br)C(F)(F)F","-","-","B018","Teflurane","A1579","15554679","-","-","0.27","Log unit","0.6217","ln unit","","","","","","",""
"CCOCC","-","-","B019","Diethyl ether","A1579","15554679","-","-","0.0","Log unit","0.0","ln unit","","","","","","",""
"C=COC=C","-","-","B020","vinesthesin (divinyl ether)","A1579","15554679","-","-","0.11","Log unit","0.2533","ln unit","","","","","","",""
"C(C(OC)(F)F)(Cl)Cl","-","-","B021","Methoxyflurane","A1579","15554679","-","-","0.25","Log unit","0.5756","ln unit","","","","","","",""
"FC(F)OC(Cl)C(F)(F)F","-","-","B022","Isoflurane","A1579","15554679","-","","0.42","Log unit","0.9671","ln unit","","","","","","",""
"FC(F)OC(F)(F)C(F)Cl","-","-","B023","Enflurane","A1579","15554679","-","","0.24","Log unit","0.5526","ln unit","","","","","","",""
"C(COC=C)(F)(F)F","-","-","B024","Fluroxene","A1579","15554679","-","-","0.13","Log unit","0.2993","ln unit","","","","","","",""
"CC(C)=O","-","-","B025","propanone","A1579","15554679","-","-","-0.15","Log unit","-0.3454","ln unit","","","","","","",""
"C(C(C)=O)C","-","-","B026","Butanone","A1579","15554679","-","-","-0.08","Log unit","-0.1842","ln unit","","","","","","",""
"CCO","-","-","B027","Ethanol","A1579","15554679","-","-","-0.16","Log unit","-0.3684","ln unit","","","","","","",""
"C(CC)O","-","-","B028","Propan-1-ol","A1579","15554679","-","-","-0.16","Log unit","-0.3684","ln unit","","","","","","",""
"CC(O)C","-","-","B029","Propan-2-ol","A1579","15554679","-","-","-0.15","Log unit","-0.3454","ln unit","","","","","","",""
"C(CO)(C)C","-","-","B030","2-Methylpropan-1-ol","A1579","15554679","-","-","-0.17","Log unit","-0.3914","ln unit","","","","","","",""
"C1=CC=CC=C1","-","-","B031","Benzene","A1579","15554679","-","-","0.37","Log unit","0.852","ln unit","","","","","","",""
"C=1(C)C=CC=CC1","-","-","B032","Toluene","A1579","15554679","-","-","0.37","Log unit","0.852","ln unit","","","","","","",""
"C1=CC=C(C=C1)CC","-","-","B033","ethylbenzene","A1579","15554679","-","-","0.2","Log unit","0.4605","ln unit","","","","","","",""
"C1(=CC=C(C=C1)C)C","-","-","B034","p-xylene","A1579","15554679","-","-","0.31","Log unit","0.7138","ln unit","","","","","","",""
"C1=CC=C(C=C1C)C","-","-","B035","m-xylene","A1579","15554679","-","-","0.29","Log unit","0.6677","ln unit","","","","","","",""
"CC1=CC=CC=C1C","-","-","B036","o-Xylene","A1579","15554679","-","-","0.37","Log unit","0.852","ln unit","","","","","","",""
"N=1C(=C(NC1)C)CSCCNC(NC)=NC#N","-","-","B037","cimetidine (1)a","A1579","15554679","-","-","-1.42","Log unit","-3.27","ln unit","","","","","","",""
"C(N)(N)=NC=1SC=C(C)N1","-","-","B038","Guanidine(2)*","A1579","15554679","-","","-0.04","Log unit","-0.0921","ln unit","","","","","","",""
"C1=C(C(N=C(NCCCCC2=NC=CC=C2OC)N1)=O)CC3=CN=C(C=C3)C","-","-","B039","Icotidine(3)","A1579","15554679","-","-","-2.0","Log unit","-4.605","ln unit","","","","","","",""
"N(C)(C)CC1=CC=C(O1)CSCCNC2=NC(=O)C(=CN2)CC3=CC=C4C(=C3)C=CC=C4","-","-","B040","-","A1579","15554679","-","","-1.3","Log unit","-2.993","ln unit","","","","","","",""
"N(C)(C)CC1=CC=C(O1)CSCCNC2=NC(=O)C(=CN2)CC3=CC=C(N=C3)C","-","-","B041","-","A1579","15554679","-","","-1.06","Log unit","-2.441","ln unit","","","","","","",""
"C1(=CC=CC(=C1NC2NCC=N2)Cl)Cl","-","-","B042","clonidine (6)a","A1579","15554679","-","-","0.11","Log unit","0.2533","ln unit","","","","","","",""
"C1=C(C=CC(=C1)CN(C2=NC=CC=C2)CCN(C)C)OC","-","-","B043","mepyramine (7)a","A1579","15554679","-","-","0.49","Log unit","1.128","ln unit","","","","","","",""
"C1=C2C(=CC=C1)N(C3=C(CC2)C=CC=C3)CCCN(C)C","-","-","B044","imipramine (8)a","A1579","15554679","-","-","1.06","Log unit","2.441","ln unit","","","","","","",""
"CN(C)CC1=CC=C(O1)CSCCNC(=CN(=O)=O)NC","-","-","B045","rantidine (9)a","A1579","15554679","-","-","-1.23","Log unit","-2.832","ln unit","","","","","","",""
"NC(N)=NC1=NC(=CS1)CSCCNC(=NC#N)NC","-","-","B046","tiotidine (10)a","A1579","15554679","-","-","-0.82","Log unit","-1.888","ln unit","","","","","","",""
"CN(C)C1=NC=CC(=C1)C=2N=C(N)NN2","-","-","B047","-","A1579","15554679","-","","-1.17","Log unit","-2.694","ln unit","","","","","","",""
"C1=CN=C(C(=C1)Br)CSCCNC(=NC#N)NCC","-","-","B048","-","A1579","15554679","-","","-2.15","Log unit","-4.951","ln unit","","","","","","",""
"C1=CN=C(C(=C1)Br)CSCCNC2=C(C=CN2)N(=O)=O","-","-","B049","-","A1579","15554679","-","","-0.67","Log unit","-1.543","ln unit","","","","","","",""
"C1=CN=C(C=C1)CSCCNC2=C(C=CN2)N(=O)=O","-","-","B050","-","A1579","15554679","-","","-0.66","Log unit","-1.52","ln unit","","","","","","",""
"C(C1=CC=CC=C1)C=2C(=C(NCCSCC3=NC=CC=C3)NC2)N(=O)=O","-","-","B051","-","A1579","15554679","-","","-0.12","Log unit","-0.2763","ln unit","","","","","","",""
"NC(N)=NC=1SC=C(N1)C2=CC=CC=C2","-","-","B052","-","A1579","15554679","-","","-0.18","Log unit","-0.4145","ln unit","","","","","","",""
"NC(N)=NC=1SC=C(N1)C2=CC=CC(=C2)N","-","-","B053","-","A1579","15554679","-","","-1.15","Log unit","-2.648","ln unit","","","","","","",""
"NC(N)=NC=1SC=C(N1)C2=CC=CC(=C2)NC(=O)C","-","-","B054","-","A1579","15554679","-","","-1.57","Log unit","-3.615","ln unit","","","","","","",""
"NC(N)=NC=1SC=C(N1)C2=CC=CC(=C2)NC(NC)=NC#N","-","-","B055","-","A1579","15554679","-","","-1.54","Log unit","-3.546","ln unit","","","","","","",""
"N(C)(C)CC1=CC=C(O1)CSCCNC2=C(C=CN2)N(=O)=O","-","-","B056","-","A1579","15554679","-","","-1.12","Log unit","-2.579","ln unit","","","","","","",""
"C(C1=CC=CC=C1)C=2C(=C(NCCSCC3=CC=C(CN(C)C)O3)NC2)N(=O)=O","-","-","B057","-","A1579","15554679","-","","-0.73","Log unit","-1.681","ln unit","","","","","","",""
